name,country,average,strike_rate,economy,balls_bolwed_per_innings,wicket_index,big_impact_index,short_impact_index,runs_index,prelim_metric,pre-rank
CJ McKay,AUS,45.75,34,8.07,22.4,0.667,0,0.667,30.5,61.534,Poor
SW Masakadza,ZIM,52.75,29.2,10.82,16.543,0.571,0,0.571,30.143,95.126,Poor
Mehidy Hasan Miraz,BAN,82.5,54,9.16,16.615,0.308,0,0.308,25.385,125.95,Poor
Mohameed Taiwo,NGA,70.5,54,7.83,19.636,0.364,0,0.364,25.636,92.002,Poor
Mohammad Ahsan,KUW,48,30,9.6,20,0.667,0,0.667,32,76.8,Poor
Mohammad Kamran,ESP,18.5,22.5,4.93,22.5,1,0,1,18.5,15.201,Poor
PL Mommsen,SCOT,41,34.5,7.13,19.714,0.571,0,0.571,23.429,48.722,Poor
N M'shangwe,ZIM,35.5,24,8.87,19.2,0.8,0,0.8,28.4,52.481,Poor
Nawroz Mangal,AFG,20,15,8,10,0.667,0,0.667,13.333,26.667,Poor
Nazril Rahman,MAL,46.5,28.5,9.78,12.667,0.444,0,0.444,20.667,75.795,Poor
JO Ngoche,KENYA,35,36,5.83,20.571,0.571,0,0.571,20,34.008,Poor
Nizakat Khan,HKG,20.75,21,5.92,16.8,0.8,0,0.8,16.6,20.473,Poor
Nooruddin Mujadady,GER,37,22.5,9.86,18,0.8,0,0.8,29.6,60.803,Poor
E Ochieng,KENYA,40.5,30,8.1,17.143,0.571,0,0.571,23.143,54.675,Poor
LN Onyango,KENYA,32,19.5,9.84,15.6,0.8,0,0.8,25.6,52.48,Poor
A Orfila,GIBR,33.75,22.5,9,18,0.8,0,0.8,27,50.625,Poor
Osama Mahmood,SUI,24.25,21,6.92,21,1,0,1,24.25,27.968,Poor
KJ Patel,SEY,37,33.2,6.67,22.1,0.667,0,0.667,24.667,41.132,Poor
VD Philander,SA,28.5,20.7,8.24,13.5,0.667,0,0.667,19,39.14,Poor
R Powell,WI,30.75,21,8.78,12,0.571,0,0.571,17.571,44.997,Poor
Qudratullah Mir Afzail,SWE,23.75,23.7,6,15.5,0.667,0,0.667,15.833,23.75,Poor
Ravi Bishnoi,INDIA,27,24,6.75,24,1,0,1,27,30.375,Poor
DR Sams,AUS,52.5,31.2,10.08,17.571,0.571,0,0.571,30,88.2,Poor
CP Schofield,ENG,23,19.2,7.16,18.75,1,0,1,23,27.447,Poor
S Sengupta,CZK-R,42.25,27,9.38,18,0.667,0,0.667,28.167,66.051,Poor
Shahadat Hossain,BAN,49.5,30,9.9,20,0.667,0,0.667,33,81.675,Poor
Shoaib Ali,Saudi,45.75,32.2,8.51,18.257,0.571,0,0.571,26.143,64.889,Poor
M Shumba,ZIM,23.75,16.5,8.63,16.5,1,0,1,23.75,34.16,Poor
ED Silva,KUW,11.75,15,4.7,15,1,0,1,11.75,9.204,Poor
LA Simango,MOZ,25.75,18.2,8.46,14.52,0.8,0,0.8,20.6,36.308,Poor
M Simpson-Parker,Aut,14.5,10.5,8.28,8.4,0.8,0,0.8,11.6,20.01,Poor
K Sinclair,WI,37.5,27,8.33,18,0.667,0,0.667,25,52.062,Poor
Sohag Gazi,BAN,74.75,52.5,8.54,21,0.4,0,0.4,29.9,106.394,Poor
CB Sole,SCOT,55.25,39,8.5,22.286,0.571,0,0.571,31.571,78.271,Poor
AO Suji,KENYA,29,24.2,7.17,16.1,0.667,0,0.667,19.333,34.655,Poor
Syed Rasel,BAN,50.5,43.5,6.96,21.75,0.5,0,0.5,25.25,58.58,Poor
T Taylor,Caym,40.25,31.5,7.66,15.75,0.5,0,0.5,20.125,51.386,Poor
TG Thamae,LES,21.25,15,8.5,15,1,0,1,21.25,30.104,Poor
AJ Turner,AUS,20.5,19.5,6.3,13,0.667,0,0.667,13.667,21.525,Poor
Usman Khan,Fran,20.75,19.5,6.38,19.5,1,0,1,20.75,22.064,Poor
TCW Veillard,GUE,23.25,24,5.81,24,1,0,1,23.25,22.514,Poor
Vichanath Singh,THAI,38,34.2,6.65,19.286,0.571,0,0.571,21.714,42.117,Poor
BV Vitori,ZIM,80.75,59.5,8.14,21.491,0.364,0,0.364,29.364,109.551,Poor
K Weeraratne,SL,31.5,22.5,8.4,18,0.8,0.2,0,25.2,44.1,Poor
Yasir Mehmood,CYP,20.75,18,6.91,18,1,0,1,20.75,23.897,Poor
Zain Ul Abidin,Saudi,20.5,19.5,6.3,19.5,1,0,1,20.5,21.525,Poor
Aarif Sheikh,NEPAL,26.33,24,6.58,10.286,0.429,0,0.429,11.286,28.875,Poor
Aaron Jones,USA,18.33,24,4.58,12,0.5,0,0.5,9.167,13.992,Poor
AS Abioye,NGA,29,20,8.7,15,0.75,0,0.75,21.75,42.05,Poor
AR Adams,NZ,35,25.6,8.18,18.75,0.75,0,0.75,26.25,47.717,Poor
Ahmadullah Shinwari,NOR,29,32,5.43,19.2,0.6,0,0.6,17.4,26.245,Poor
Ahsan Khan,BUL,70.33,40,10.55,13.333,0.333,0,0.333,23.444,123.664,Poor
Asad Mohammad,GER,63.66,58,6.58,17.4,0.3,0,0.3,19.1,69.814,Poor
Baz Aybui,SWE,26,22,7.09,13.2,0.6,0,0.6,15.6,30.723,Poor
P Buccimazza,PORT,28.66,26,6.61,19.5,0.75,0,0.75,21.5,31.574,Poor
T Bukenya,UGA,44.33,28,9.5,21,0.75,0,0.75,33.25,70.189,Poor
TLW Cooper,NED,44,34,7.76,11.333,0.333,0,0.333,14.667,56.907,Poor
BCJ Cutting,AUS,71.66,42,10.23,18,0.429,0,0.429,30.714,122.18,Poor
DC Drakes,WI,59,32,11.06,19.2,0.6,0,0.6,35.4,108.757,Poor
A Dutt,NED,25.33,14,10.85,10.5,0.75,0,0.75,19,45.805,Poor
Fayaz Khan,GER,29,24,7.25,18,0.75,0,0.75,21.75,35.042,Poor
Gaurav Mishra,ROM,42.66,34,7.52,17,0.5,0,0.5,21.333,53.467,Poor
TGJ Gruijters,NED,24.66,24,6.16,14.4,0.6,0,0.6,14.8,25.318,Poor
LHB Harrington-Myers,Caym,22.66,16,8.5,12,0.75,0,0.75,17,32.102,Poor
Hayatullah Niazi,NOR,27,20,8.1,15,0.75,0,0.75,20.25,36.45,Poor
J Hirschi,MLT,32,22,8.72,16.5,0.75,0,0.75,24,46.507,Poor
Huzaifa Mohammed,PHI,53,35.6,8.91,21,0.6,0,0.6,31.8,78.705,Poor
Ibrahim Rizan,Mald,45.66,34.3,7.98,12.825,0.375,0,0.375,17.125,60.728,Poor
B Jagroo,Bhm,32.33,20,9.7,10,0.5,0,0.5,16.167,52.267,Poor
YYM Jakda,LES,60,36,10,18,0.5,0,0.5,30,100,Poor
GSNFG Jayasuriya,SL,71,45.6,9.32,12.273,0.273,0,0.273,19.364,110.287,Poor
Kaleem Shah,MOZ,43.33,34,7.64,17,0.5,0,0.5,21.667,55.174,Poor
D Kansonkho,MWI,61.66,44,8.4,14.667,0.333,0,0.333,20.556,86.324,Poor
LP Kasturiarachchige,Aut,43.33,32,8.12,19.2,0.6,0,0.6,26,58.64,Poor
Khaibar Deldar,HUN,35.33,20,10.6,15,0.75,0,0.75,26.5,62.416,Poor
J Kila,PNG,33,34,5.82,11.333,0.333,0,0.333,11,32.01,Poor
N Krishna,SEY,36,26,8.3,15.6,0.6,0,0.6,21.6,49.8,Poor
C Kyewuta,UGA,34.33,34,6.05,20.4,0.6,0,0.6,20.6,34.616,Poor
CJ Langford,IOM,19.66,21,5.61,15.45,0.75,0,0.75,14.75,18.382,Poor
NCK Liyanage,MAL,33.33,28,7.14,16.8,0.6,0,0.6,20,39.663,Poor
JN Loftie-Eaton,NAM,56,46.3,7.25,13.86,0.3,0,0.3,16.8,67.667,Poor
SSB Magala,SA,46,28,9.85,21,0.75,0,0.75,34.5,75.517,Poor
SI Mahmood,ENG,51.66,28,11.07,21,0.75,0,0.75,38.75,95.313,Poor
DE Martel,GUE,35.33,32.6,6.48,19.44,0.6,0,0.6,21.2,38.156,Poor
B Masaba,UGA,26.33,28,5.64,21,0.75,0,0.75,19.75,24.75,Poor
B Mavuta,ZIM,67,50,8.04,16.667,0.333,0,0.333,22.333,89.78,Poor
Mohammad Ghazanfar,HKG,28.33,28,6.07,16.8,0.6,0,0.6,17,28.661,Poor
Mustapha Yusuf,NGA,40,28,8.57,16.8,0.6,0,0.6,24,57.133,Poor
M Mwamadi,MWI,25.33,20.6,7.35,15.3,0.75,0,0.75,19,31.029,Poor
Naeem Islam,BAN,40.66,30,8.13,15,0.5,0,0.5,20.333,55.094,Poor
MP O'Dowd,NED,39.66,25.3,9.39,8.267,0.333,0,0.333,13.222,62.068,Poor
Omar Hussain,LES,24,16,9,12,0.75,0,0.75,18,36,Poor
RJG Palmer,JER,25,26,5.76,15.6,0.6,0,0.6,15,24,Poor
SD Parry,ENG,46,32,8.62,19.2,0.6,0,0.6,27.6,66.087,Poor
N Pathan,THAI,26.33,15.3,10.3,8.88,0.6,0,0.6,15.8,45.2,Poor
JL Pattinson,AUS,34.66,26,8,19.5,0.75,0,0.75,26,46.213,Poor
WJR Robertson,JER,33.66,36.3,5.55,18.1,0.5,0,0.5,16.833,31.135,Poor
M Sert,TKY,31,20,9.3,15,0.75,0,0.75,23.25,48.05,Poor
Shahab Alam,NEPAL,41,22,11.18,16.5,0.75,0,0.75,30.75,76.397,Poor
Sher Sahak,NOR,15.66,11.3,8.29,8.1,0.75,0,0.75,11.75,21.637,Poor
DJM Short,AUS,50.33,38,7.94,12.667,0.333,0,0.333,16.778,66.603,Poor
Sikander Zulfiqar,NED,26.33,20,7.9,8.571,0.429,0,0.429,11.286,34.668,Poor
S Singh,PHI,36.66,22,10,16.5,0.75,0,0.75,27.5,61.1,Poor
JH Stander,SCOT,52,27,11.55,11.4,0.429,0,0.429,22.286,100.1,Poor
ADL Stokoe,IOM,22.33,24,5.58,18,0.75,0,0.75,16.75,20.767,Poor
M Swack,Caym,26,26,6,19.5,0.75,0,0.75,19.5,26,Poor
Tahir Dar,BHR,42.66,28,9.14,21,0.75,0,0.75,32,64.985,Poor
Tanveer Ahmed,HKG,38.66,27,8.59,15.96,0.6,0,0.6,23.2,55.348,Poor
SF Tiai,Samoa,27.33,22,7.45,16.5,0.75,0,0.75,20.5,33.935,Poor
NK Tiwari,CYP,42.33,36,7.05,18,0.5,0,0.5,21.167,49.738,Poor
HER Tyler,PHI,66,38,10.42,19,0.5,0,0.5,33,114.62,Poor
P Vekaria,RWN,52.33,42,7.47,18,0.429,0,0.429,22.429,65.151,Poor
K Vislapuu,EST,28.66,22,7.81,16.5,0.75,0,0.75,21.5,37.306,Poor
K Waiswa,UGA,48,28,10.28,16.8,0.6,0,0.6,28.8,82.24,Poor
RR Watson,SCOT,30.66,20,9.2,12,0.6,0,0.6,18.4,47.012,Poor
RM West,IRE,47.33,38,7.47,22.8,0.6,0,0.6,28.4,58.926,Poor
C Wright,Caym,31,30,6.2,12.857,0.429,0,0.429,13.286,32.033,Poor
KJ Young,Blz,36.33,26,8.38,19.5,0.75,0,0.75,27.25,50.741,Poor
Ziaur Rahman,BAN,42.33,25,10.16,10.543,0.429,0,0.429,18.143,71.679,Poor
Abdullah Sheikh,NOR,39.5,36,6.58,18,0.5,0,0.5,19.75,43.318,Poor
Ahmed Hassan,Mald,40.5,22.5,10.8,8.76,0.4,0,0.4,16.2,72.9,Poor
Ali Waqar,CZK-R,76,54,8.44,18,0.333,0,0.333,25.333,106.907,Poor
Ali Naqi,PORT,32.5,30,6.5,15,0.5,0,0.5,16.25,35.208,Poor
DNA Ankrah,Ghana,42.5,36,7.08,18,0.5,0,0.5,21.25,50.15,Poor
Aqib Ilyas,OMA,58.5,51,6.88,14.571,0.286,0,0.286,16.714,67.08,Poor
S Arachchige,ITA,21,18,7,9,0.5,0,0.5,10.5,24.5,Poor
SK Atai,PNG,33,27,7.33,10.8,0.4,0,0.4,13.2,40.315,Poor
Avesh Khan,INDIA,76,57,8,22.8,0.4,0,0.4,30.4,101.333,Poor
JR Barry,Bhm,49,36,8.16,14.4,0.4,0,0.4,19.6,66.64,Poor
TD Chaoana,LES,47,38,7.42,14.88,0.4,0,0.4,18.8,58.123,Poor
KM Dabengwa,ZIM,53,33,9.63,9.429,0.286,0,0.286,15.143,85.065,Poor
AP Devcich,NZ,40,36,6.66,18,0.5,0,0.5,20,44.4,Poor
Ehsan Nawaz,HKG,39.5,23,10.3,8.88,0.4,0,0.4,15.8,67.808,Poor
AM Ellis,NZ,52.5,30,10.5,15,0.5,0,0.5,26.25,91.875,Poor
Festus Benn,Bhm,54,27,12,13.5,0.5,0,0.5,27,108,Poor
D Gim,NGA,32.5,18,10.83,9,0.5,0,0.5,16.25,58.662,Poor
MS Graham,Bhm,59,51,6.94,17,0.333,0,0.333,19.667,68.243,Poor
L Gregory,ENG,58.5,39,9,15.6,0.4,0,0.4,23.4,87.75,Poor
KC Hodsoll,BMUDA,29.5,27,6.55,13.5,0.5,0,0.5,14.75,32.204,Poor
Imran Ashraf,QAT,56.5,33,10.27,16.5,0.5,0,0.5,28.25,96.709,Poor
Imran Khan,PORT,41.5,39,6.38,15.6,0.4,0,0.4,16.6,44.128,Poor
Junaid Sheikh,NOR,52,48,6.5,19.2,0.4,0,0.4,20.8,56.333,Poor
B Khumalo,BOT,54.5,38.5,8.49,18.75,0.5,0,0.5,27.25,77.117,Poor
P Manning,Caym,26.5,24,6.62,12,0.5,0,0.5,13.25,29.238,Poor
H Masakadza,ZIM,56.5,36,9.41,8,0.222,0,0.222,12.556,88.611,Poor
MV Matsau,LES,39,25,9.36,12.3,0.5,0,0.5,19.5,60.84,Poor
AS Mehmi,GRC,27,15,10.8,7.5,0.5,0,0.5,13.5,48.6,Poor
Mohammad Adnan,Saudi,60,51,7.05,20.4,0.4,0,0.4,24,70.5,Poor
Naveed Shahid,Fin,47.5,33,8.63,16.5,0.5,0,0.5,23.75,68.321,Poor
A Ndlovu,ZIM,72.5,54,8.05,18,0.333,0,0.333,24.167,97.271,Poor
MMR Obili,EST,63.5,51,7.47,17,0.333,0,0.333,21.167,79.057,Poor
S Ogundipe,NGA,22.5,30,4.5,15,0.5,0,0.5,11.25,16.875,Poor
Omar Rassol,BUL,51,24,12.75,12,0.5,0,0.5,25.5,108.375,Poor
HH Patel,MWI,52,39,8,15.6,0.4,0,0.4,20.8,69.333,Poor
H Patel,CAN,48.5,35.5,8.19,11.5,0.333,0,0.333,16.167,66.202,Poor
DBL Powell,WI,65.5,51,7.7,20.4,0.4,0,0.4,26.2,84.058,Poor
S Rakshit,CZK-R,49.5,38.5,7.71,15,0.4,0,0.4,19.8,63.607,Poor
JD Ryder,NZ,34,30,6.8,12,0.4,0,0.4,13.6,38.533,Poor
TK Saha,Fin,44,30,8.8,15,0.5,0,0.5,22,64.533,Poor
Sandeep Goud,OMA,38,24,9.5,12,0.5,0,0.5,19,60.167,Poor
Saqib Zulfiqar,NED,30.5,27,6.77,13.5,0.5,0,0.5,15.25,34.414,Poor
P Sarraf,NEPAL,37.5,39,5.76,11.143,0.286,0,0.286,10.714,36,Poor
Shuvagata Hom,BAN,35.5,33,6.45,16.5,0.5,0,0.5,17.75,38.162,Poor
TJ Stephenson,Blz,25.5,21,7.28,10.5,0.5,0,0.5,12.75,30.94,Poor
Sufyan Mehmood,OMA,29.5,25.5,6.94,12.45,0.5,0,0.5,14.75,34.122,Poor
N Thushara,SL,44.5,27.5,9.7,13.65,0.5,0,0.5,22.25,71.942,Poor
VL Mukesh,SEY,54,36,9,14.4,0.4,0,0.4,21.6,81,Poor
CV Varun,INDIA,66,67.5,5.86,22.3,0.333,0,0.333,22,64.46,Poor
M Whelan,GIBR,38.5,27,8.55,13.5,0.5,0,0.5,19.25,54.863,Poor
Yusuf Ebrahim,PNM,65,48,8.12,12,0.25,0,0.25,16.25,87.967,Poor
JB Abega,CAM,141,83,10.19,20.25,0.25,0,0.25,35.25,239.465,Poor
N Ahir,PNM,123,78,9.46,15.6,0.2,0,0.2,24.6,193.93,Poor
Amir Ali,OMA,67,54,7.44,10.8,0.2,0,0.2,13.4,83.08,Poor
Amir Mangal,GER,57,40,8.55,7.68,0.2,0,0.2,11.4,81.225,Poor
Ayaan Khan,OMA,63,60,6.3,15,0.25,0,0.25,15.75,66.15,Poor
CD Barnwell,WI,51,36,8.5,9,0.25,0,0.25,12.75,72.25,Poor
Basil George,MLT,145,87,10,12.257,0.143,0,0.143,20.714,241.667,Poor
SR Bhudia,KENYA,63,54,7,13.5,0.25,0,0.25,15.75,73.5,Poor
DL Brangman,BMUDA,84,42,12,8.4,0.2,0,0.2,16.8,168,Poor
CJ Delany,GIBR,95,50,11.4,12.3,0.25,0,0.25,23.75,180.5,Poor
A Djorovic,SRB,136,93,8.77,15.3,0.167,0,0.167,22.667,198.787,Poor
KR Ebanks,Caym,104,66,9.45,13.2,0.2,0,0.2,20.8,163.8,Poor
NA Greenwood,JER,31,24,7.75,6,0.25,0,0.25,7.75,40.042,Poor
RJ Hatchman,GIBR,164,84,11.71,12,0.143,0,0.143,23.429,320.073,Poor
Ibrahim Nashath,Mald,103,66,9.36,13.2,0.2,0,0.2,20.6,160.68,Poor
Iftikhar Ahmed,PAK,99,74,8.02,10.457,0.143,0,0.143,14.143,132.33,Poor
Irfan Mir,Chile,73,90,4.86,22.5,0.25,0,0.25,18.25,59.13,Poor
O Isesele,NGA,104,60,10.4,15,0.25,0,0.25,26,180.267,Poor
Itibarshah Deedar,Aut,86,58,8.89,11.28,0.2,0,0.2,17.2,127.423,Poor
Jaison Jerome,MLT,190,114,10,19,0.167,0,0.167,31.667,316.667,Poor
Khurram Chohan,CAN,106,73,8.71,18.15,0.25,0,0.25,26.5,153.877,Poor
S Kushretha,LUX,102,84,7.28,21,0.25,0,0.25,25.5,123.76,Poor
Lemar Momand,SWE,74,78,5.69,13,0.167,0,0.167,12.333,70.177,Poor
SKDT Madusanka,SEY,58,36,9.66,9,0.25,0,0.25,14.5,93.38,Poor
A Makesh,KUW,79,54,8.77,13.5,0.25,0,0.25,19.75,115.472,Poor
SF Mire,ZIM,115,72,9.58,14.4,0.2,0,0.2,23,183.617,Poor
EMDY Munaweera,SL,92,60,9.2,12,0.2,0,0.2,18.4,141.067,Poor
T Mupariwa,ZIM,94,78,7.23,19.5,0.25,0,0.25,23.5,113.27,Poor
Nazmul Hossain,BAN,67,42,9.57,10.5,0.25,0,0.25,16.75,106.865,Poor
R Nil,SEY,103,72,8.58,18,0.25,0,0.25,25.75,147.29,Poor
JL Ontong,SA,83,36,13.83,9,0.25,0,0.25,20.75,191.315,Poor
M Podosky,PHI,120,96,7.5,24,0.25,0,0.25,30,150,Poor
Raaz Mohammad,Fin,97,72,8.08,14.4,0.2,0,0.2,19.4,130.627,Poor
A Reyes,GIBR,100,58,10.34,11.28,0.2,0,0.2,20,172.333,Poor
S Saeed,Mald,95,66,8.63,13.2,0.2,0,0.2,19,136.642,Poor
Sandeep Goud,Bhm,105,79,7.97,11.229,0.143,0,0.143,15,139.475,Poor
M Sarenac,SRB,114,54,12.66,10.8,0.2,0,0.2,22.8,240.54,Poor
RG Sharma,INDIA,113,68,9.97,7.467,0.111,0,0.111,12.556,187.768,Poor
JT Smuts,SA,178,136,7.85,13.44,0.1,0,0.1,17.8,232.883,Poor
S Tarawally,SLE,118,114,6.21,19,0.167,0,0.167,19.667,122.13,Poor
S Thanikaithasan,DEN,66,53,7.47,12.75,0.25,0,0.25,16.5,82.17,Poor
JJ Tucker,BMUDA,62,42,8.85,10.5,0.25,0,0.25,15.5,91.45,Poor
CL White,AUS,51,42,7.28,8.4,0.2,0,0.2,10.2,61.88,Poor
Zahid Khan,SLE,75,60,7.5,15,0.25,0,0.25,18.75,93.75,Poor
Zohaib Sarwar,PORT,51,42,7.28,10.5,0.25,0,0.25,12.75,61.88,Poor
