name,country,average,strike_rate,boundary_per_ball,boundary_index,finishing_index,runs_without_boundary_index,big_match_index,prelim_metric,pre-rank
D Doyle-Calle,ESP,19.25,86.51,0.079,1.75,0.0,10.75,0.0,16.653,Poor
VD Adewoye,NGA,7.6,90.47,0.107,0.75,0.167,2.833,0.0,6.876,Poor
WJ Cope,LUX,12.66,110.14,0.159,1.0,0.455,2.909,0.0,13.944,Poor
A Flintoff,ENG,12.66,126.66,0.15,1.286,0.143,5.143,0.0,16.035,Poor
Imran Farhat,PAK,10.85,108.57,0.2,2.0,0.0,2.857,0.0,11.78,Poor
Irfan Ahmed,HKG,9.5,91.56,0.12,1.25,0.0,3.0,0.0,8.698,Poor
V Jagannivasan,CZK-R,15.2,100.0,0.132,1.667,0.167,6.0,0.167,15.2,Poor
AL Kerai,SLE,9.5,61.29,0.032,0.444,0.111,6.222,0.0,5.823,Poor
NFI McCallum,SCOT,10.85,89.41,0.094,1.143,0.0,6.0,0.0,9.701,Poor
S Matsikenyeri,ZIM,7.6,92.68,0.11,0.9,0.0,3.4,0.0,7.044,Poor
PHKD Mendis,SL,15.2,122.58,0.145,1.8,0.0,6.8,0.0,18.632,Poor
Najmul Hossain Shanto,BAN,12.66,100.0,0.105,1.333,0.0,7.333,0.0,12.66,Poor
Virk Ali,FRAN,25.33,92.68,0.085,1.75,0.25,10.5,0.25,23.476,Poor
S Ashwathnarayana,HUN,75.0,166.66,0.156,1.75,0.75,9.75,0.0,124.995,Poor
LHB Harrington-Myers,CAYM,15.0,90.36,0.06,0.625,0.375,6.375,0.0,13.554,Poor
NR Kirton,CAN,25.0,90.36,0.06,1.0,0.4,10.6,0.0,22.59,Poor
SA Okpe,NGA,6.81,75.0,0.06,0.5,0.083,4.083,0.0,5.107,Poor
VS Padhaal,FIN,6.81,71.42,0.057,0.545,0.0,4.636,0.0,4.864,Poor
DC Stovell,BMUDA,9.37,90.36,0.096,0.727,0.273,3.909,0.0,8.467,Poor
E Ul Haq,NOR,7.5,62.5,0.067,0.8,0.0,4.1,0.0,4.688,Poor
NJ Astle,NZ,24.66,110.44,0.134,2.25,0.25,8.5,0.0,27.235,Poor
AR Berenger,QAT,18.5,137.03,0.204,2.75,0.0,6.0,0.0,25.351,Poor
Hirenkumar Patel,CHILE,18.5,90.24,0.122,2.5,0.0,8.0,0.0,16.694,Poor
S Hirugade,MEX,12.33,86.04,0.116,1.667,0.0,5.0,0.0,10.609,Poor
KO Otieno,KENYA,18.5,93.67,0.089,1.75,0.0,10.5,0.0,17.329,Poor
J Vira,VAN,9.25,108.82,0.132,0.75,0.333,2.833,0.0,10.066,Poor
NT Broom,NZ,12.16,107.35,0.132,1.286,0.143,5.0,0.0,13.054,Poor
TS Fray,BMUDA,8.11,76.04,0.094,0.9,0.1,3.7,0.0,6.167,Poor
Junaid Aziz,BHR,12.16,89.02,0.11,1.286,0.143,5.0,0.0,10.825,Poor
Khalid Ahmadi,BELG,36.5,197.29,0.324,2.0,0.667,3.167,0.0,72.011,Poor
AM Oyede,NGA,10.42,70.19,0.058,0.75,0.125,5.875,0.0,7.314,Poor
Saad Bin Zafar,CAN,10.42,97.33,0.107,1.0,0.125,4.375,0.0,10.142,Poor
Bilal Safdar,NOR,12.16,84.88,0.081,0.875,0.25,5.625,0.0,10.321,Poor
AJ Strauss,ENG,18.25,114.06,0.141,2.25,0.0,9.25,0.0,20.816,Poor
RA Thomas,CAN,10.42,76.84,0.084,1.0,0.125,4.875,0.0,8.007,Poor
JR Barry,BHM,12.0,77.41,0.097,1.5,0.0,6.0,0.0,9.289,Poor
Farhad Reza,BAN,8.0,81.81,0.068,0.667,0.0,4.889,0.0,6.545,Poor
B Masaba,UGA,18.0,85.71,0.107,1.5,0.333,5.667,0.0,15.428,Poor
DR Sams,AUS,24.0,189.47,0.263,2.0,0.4,4.8,0.0,45.473,Poor
S Tosic,SRB,24.0,52.94,0.037,1.25,0.25,13.0,0.0,12.706,Poor
AS Wright,GUE,10.28,85.71,0.107,1.286,0.0,4.286,0.0,8.811,Poor
Garret Banner,BLZ,23.66,104.41,0.103,1.4,0.4,7.8,0.0,24.703,Poor
Ibrahim Hassan,MALD,6.45,72.44,0.031,0.214,0.214,3.786,0.0,4.672,Poor
Awais Zia,PAK,14.0,87.5,0.088,1.4,0.0,7.2,0.0,12.25,Poor
CPPM Sadun,CYP,17.5,101.44,0.13,1.5,0.333,4.667,0.0,17.752,Poor
WP Masakadza,ZIM,8.75,92.1,0.066,0.333,0.467,3.333,0.0,8.059,Poor
FF Mulivai,SAMOA,17.5,189.18,0.27,2.5,0.0,3.5,0.0,33.107,Poor
CM Akachukwu,NGA,11.5,100.0,0.072,0.5,0.4,4.7,0.0,11.5,Poor
Hafez Farooq,PERU,17.25,102.98,0.134,2.25,0.0,7.25,0.0,17.764,Poor
C Hauptfleisch,CAYM,13.8,81.17,0.071,1.2,0.0,8.2,0.0,11.201,Poor
Ibrarul Haq,SAUDI,17.25,146.8,0.213,2.5,0.0,5.25,0.0,25.323,Poor
OE Newey,GUE,11.5,87.34,0.038,0.429,0.143,8.143,0.0,10.044,Poor
G Sesay,SLE,9.85,60.0,0.035,0.5,0.125,6.125,0.0,5.91,Poor
TB Sole,SCOT,17.25,160.46,0.233,1.667,0.333,4.5,0.0,27.679,Poor
SN Thakur,INDIA,23.0,181.57,0.237,1.5,0.5,4.167,0.0,41.761,Poor
J Umanath,MEX,11.5,89.61,0.117,1.286,0.143,4.143,0.0,10.305,Poor
R Ankad,MEX,17.0,94.44,0.097,1.0,0.429,5.714,0.0,16.055,Poor
PJ Cummins,AUS,7.55,130.76,0.135,0.438,0.438,2.0,0.0,9.872,Poor
Dawlat Zadran,AFG,7.55,161.9,0.238,0.588,0.471,0.941,0.0,12.223,Poor
Sikander Zulfiqar,NED,9.71,100.0,0.074,0.625,0.125,6.0,0.0,9.71,Poor
VE Tembo,MOZ,13.6,90.66,0.04,0.375,0.375,6.75,0.0,12.33,Poor
JNT Vare,PNG,9.71,95.77,0.056,0.571,0.0,7.429,0.0,9.299,Poor
C Viljoen,NAM,17.0,97.14,0.114,1.143,0.429,4.857,0.0,16.514,Poor
RJ Hatchman,GIBR,11.16,126.41,0.132,1.0,0.143,4.714,0.0,14.107,Poor
AJ Michael,SAMOA,22.33,97.1,0.101,1.75,0.25,8.75,0.0,21.682,Poor
Abraash Khan,CAN,16.5,110.0,0.133,2.0,0.0,8.0,0.0,18.15,Poor
Fitri Sham,MAL,7.33,86.84,0.066,0.357,0.357,2.857,0.0,6.365,Poor
AJ Hosein,WI,33.0,137.5,0.167,1.0,0.75,3.0,0.0,45.375,Poor
Lokesh Bam,NEPAL,13.2,122.22,0.148,1.333,0.167,4.0,0.0,16.133,Poor
A Sarma,GER,16.5,85.71,0.065,1.25,0.0,11.0,0.0,14.142,Poor
AA Banner,BLZ,9.28,100.0,0.154,1.429,0.0,2.714,0.0,9.28,Poor
Iqbal Hussain,QAT,10.83,108.33,0.1,0.545,0.455,3.364,0.0,11.732,Poor
Mohamed Mahfooz,MALD,9.28,73.86,0.034,0.333,0.222,5.889,0.0,6.854,Poor
CW Perchard,JER,16.25,122.64,0.094,0.714,0.429,5.857,0.0,19.929,Poor
Shoaib Khan jnr,PAK,16.25,87.83,0.095,1.75,0.0,9.25,0.25,14.272,Poor
Ansar Iqbal,NOR,16.0,88.88,0.097,1.75,0.0,8.5,0.0,14.221,Poor
M Bhanuka,SL,16.0,96.96,0.106,1.75,0.0,9.0,0.0,15.514,Poor
RL Chase,WI,12.8,87.67,0.082,1.2,0.0,8.0,0.0,11.222,Poor
TK Curran,ENG,10.66,114.28,0.089,0.385,0.538,2.769,0.0,12.182,Poor
DP Hyatt,WI,16.0,118.51,0.148,1.6,0.2,4.8,0.0,18.962,Poor
Kaleemullah,OMA,10.66,130.61,0.143,0.875,0.25,3.0,0.0,13.923,Poor
Mohameed Taiwo,NGA,12.8,73.56,0.023,0.2,0.5,5.4,0.0,9.416,Poor
Naveed Ahmed,CZK-R,16.0,114.28,0.143,1.143,0.429,4.286,0.0,18.285,Poor
WB Rankin,ENG/IRE,9.14,86.48,0.081,0.4,0.533,2.267,0.0,7.904,Poor
DJ Reekers,NED,12.8,130.61,0.245,2.4,0.0,2.4,0.0,16.718,Poor
M Sohel Patel,PNM,9.14,88.88,0.097,1.0,0.0,4.286,0.0,8.124,Poor
Usman Waheed,KUW,21.33,104.91,0.115,1.75,0.25,8.5,0.0,22.377,Poor
N Wijesekera,AUT,16.0,112.28,0.088,1.25,0.0,10.5,0.0,17.965,Poor
CA Young,IRE,7.11,82.05,0.09,0.412,0.471,1.882,0.0,5.834,Poor
LJ Barker,GUE,7.87,91.3,0.116,1.0,0.0,3.875,0.0,7.185,Poor
MP Biddappa,PHI,15.75,62.37,0.05,1.0,0.2,8.2,0.0,9.823,Poor
Z Bimenyimana,RWN,10.5,153.65,0.22,1.286,0.143,1.857,0.0,16.133,Poor
M Dixit,LUX,15.75,94.02,0.119,2.0,0.0,6.75,0.0,14.808,Poor
Imran Ismail,MOZ,9.0,108.62,0.172,1.429,0.0,2.429,0.0,9.776,Poor
Sultan Ahmed,UAE,7.0,100.0,0.079,0.357,0.357,2.5,0.0,7.0,Poor
R Trumpelmann,NAM,21.0,136.95,0.174,0.889,0.667,2.778,0.0,28.76,Poor
K Joshi,AUT,20.66,89.85,0.087,1.2,0.4,6.8,0.0,18.563,Poor
AN Cook,ENG,15.25,112.96,0.185,2.5,0.0,5.25,0.0,17.226,Poor
A Dananjaya,SL,7.62,85.91,0.085,0.4,0.467,2.467,0.0,6.546,Poor
SA Jumbe,TAN,20.33,129.78,0.106,1.0,0.4,6.6,0.0,26.384,Poor
PD McGlashan,NZ,7.62,95.31,0.125,0.889,0.111,2.778,0.0,7.263,Poor
Mien Mehmood,PORT,8.71,88.4,0.087,0.857,0.0,4.714,0.0,7.7,Poor
C Rubagumya,RWN,8.71,79.22,0.065,0.625,0.125,4.375,0.0,6.9,Poor
PH Shamdasani,PERU,20.33,84.72,0.056,1.0,0.25,10.75,0.0,17.224,Poor
DE Budge,SCOT,15.0,96.77,0.081,0.833,0.333,5.667,0.0,14.516,Poor
M Kyriacou,CYP,20.0,75.94,0.038,0.6,0.4,8.8,0.0,15.188,Poor
Mominul Haque,BAN,20.0,120.0,0.14,1.75,0.25,7.0,0.0,24.0,Poor
C Zavoiu,ROM,8.57,69.76,0.047,0.571,0.0,6.286,0.0,5.978,Poor
Zeeshan Siddiqui,OMA,15.0,95.23,0.111,1.4,0.2,6.4,0.0,14.285,Poor
Ariful Haque,BAN,14.75,96.72,0.066,0.5,0.5,5.375,0.0,14.266,Poor
DR Flynn,NZ,11.8,115.68,0.098,1.0,0.0,6.2,0.0,13.65,Poor
Hayatullah Niazi,NOR,19.66,125.53,0.128,1.5,0.25,7.25,0.0,24.679,Poor
Mohammad Amir,PAK,7.37,81.94,0.069,0.357,0.429,2.357,0.0,6.039,Poor
Musa Shaheen,DEN,6.55,67.04,0.023,0.222,0.0,5.667,0.0,4.391,Poor
Mustafizur Rahman,BAN,3.93,69.41,0.071,0.273,0.318,1.318,0.0,2.728,Poor
AAA Patel,LES,9.83,79.72,0.108,1.333,0.0,3.5,0.0,7.836,Poor
AK Perera,SL,11.8,90.76,0.092,1.2,0.0,6.6,0.0,10.71,Poor
Aamer Ikram,PORT,14.5,79.45,0.11,2.0,0.0,4.5,0.0,11.52,Poor
Abu Hider,BAN,58.0,134.88,0.209,1.8,0.8,2.8,0.0,78.23,Poor
SK Atai,PNG,7.25,118.36,0.122,0.667,0.111,3.556,0.0,8.581,Poor
J Grassi,ITA,14.5,92.06,0.063,1.0,0.0,9.5,0.0,13.349,Poor
CJO Smith,SCOT,11.6,107.4,0.111,1.0,0.167,5.667,0.0,12.458,Poor
F Achelam,UGA,11.4,87.69,0.092,0.545,0.545,2.636,0.0,9.997,Poor
Ali Saleem,NOR,14.25,98.27,0.052,0.75,0.0,9.75,0.0,14.003,Poor
Alok Kapali,BAN,11.4,67.05,0.047,0.571,0.286,5.571,0.0,7.644,Poor
DK Anefie,GHANA,14.25,111.76,0.098,0.714,0.429,4.714,0.0,15.926,Poor
B Kumar,INDIA,11.4,75.0,0.0,0.0,0.615,4.385,0.0,8.55,Poor
Sohag Gazi,BAN,14.25,96.61,0.068,0.571,0.429,5.571,0.0,13.767,Poor
RJ Trott,BMUDA,9.5,62.63,0.044,0.364,0.455,3.545,0.0,5.95,Poor
PL Bruno,ARG,14.0,70.88,0.025,0.4,0.2,9.6,0.0,9.923,Poor
HA Chohan,TAN,8.0,155.55,0.222,1.0,0.125,2.0,0.0,12.444,Poor
JM How,NZ,11.2,83.58,0.09,1.2,0.0,6.0,0.0,9.361,Poor
Imran Anwar,BHR,11.2,76.71,0.027,0.222,0.444,5.333,0.0,8.592,Poor
JB Little,IRE,7.0,73.68,0.066,0.333,0.467,2.267,0.0,5.158,Poor
P Manning,CAYM,11.2,62.92,0.045,0.667,0.167,6.667,0.0,7.047,Poor
MJ Ross,ITA,14.0,133.33,0.119,1.0,0.2,6.0,0.0,18.666,Poor
SMSM Senanayake,SL,9.33,84.84,0.061,0.333,0.5,3.167,0.0,7.916,Poor
S Waqas Ahmed,NOR,14.0,80.0,0.057,0.5,0.5,5.0,0.0,11.2,Poor
Ameel Mauroof,MALD,11.0,65.47,0.036,0.25,0.583,3.583,0.0,7.202,Poor
C Carter,HKG,13.75,87.3,0.048,0.6,0.2,8.6,0.0,12.004,Poor
N Deonarine,WI,11.0,103.77,0.094,0.714,0.286,5.0,0.0,11.415,Poor
P Hatchman,GIBR,13.75,101.85,0.093,0.833,0.333,5.167,0.0,14.004,Poor
GB Hogg,AUS,13.75,141.02,0.154,1.5,0.0,6.25,0.0,19.39,Poor
B Ivanov,BUL,18.33,62.5,0.057,0.833,0.5,5.5,0.0,11.456,Poor
S Jamil,BELG,7.85,77.46,0.113,1.0,0.125,2.375,0.0,6.081,Poor
KM Jarvis,ZIM,7.85,85.93,0.078,0.417,0.417,2.25,0.0,6.746,Poor
D Kalvin,SEY,18.33,67.9,0.049,0.8,0.4,7.4,0.0,12.446,Poor
FA Klokker,DEN,27.5,98.21,0.054,0.5,0.667,7.167,0.0,27.008,Poor
P Vekaria,RWN,27.5,144.73,0.184,1.167,0.667,3.167,0.0,39.801,Poor
Arsalan Ahmed,GRC,10.8,114.89,0.213,2.0,0.0,2.4,0.0,12.408,Poor
HS Baidwan,CAN,6.0,103.84,0.096,0.455,0.182,2.909,0.0,6.23,Poor
JW Chilia,VAN,18.0,100.0,0.111,0.857,0.571,3.429,0.0,18.0,Poor
GD Drummond,SCOT,7.71,83.07,0.046,0.429,0.0,6.0,0.0,6.405,Poor
MSS Mandy,CHILE,13.5,80.59,0.119,2.0,0.0,5.5,0.0,10.88,Poor
Murid Ekrami,BELG,10.8,90.0,0.05,0.429,0.286,5.714,0.0,9.72,Poor
AK Muslar,BLZ,7.71,54.54,0.051,0.556,0.222,3.333,0.0,4.205,Poor
OF Smith,WI,10.6,155.88,0.235,1.6,0.0,2.6,0.0,16.523,Poor
SJ Cotter,SAMOA,13.0,83.87,0.081,1.25,0.0,7.5,0.0,10.903,Poor
S Hook,EST,10.4,74.28,0.071,1.0,0.0,5.6,0.0,7.725,Poor
AF Ifill,CAYM,8.66,63.41,0.037,0.333,0.333,4.222,0.0,5.491,Poor
RP Magar,NEPAL,8.66,58.42,0.034,0.5,0.0,5.667,0.0,5.059,Poor
NA Rock,IRE,7.42,92.85,0.054,0.375,0.125,5.0,0.0,6.889,Poor
TGJ Gruijters,NED,25.5,108.51,0.085,0.8,0.6,6.6,0.0,27.67,Poor
Junaid Siddiqui,CAN,10.2,113.33,0.089,0.5,0.375,3.875,0.0,11.56,Poor
Raqibul Hasan,BAN,10.2,82.25,0.065,0.8,0.0,6.6,0.0,8.39,Poor
J Reb,SRB,8.5,85.0,0.083,0.833,0.0,4.5,0.0,7.225,Poor
Umer Imtiaz,BHR,12.75,83.6,0.082,1.25,0.0,6.75,0.0,10.659,Poor
HA Varaiya,KENYA,51.0,62.96,0.012,0.083,0.917,3.917,0.0,32.11,Poor
AG Weligamage,HUN,17.0,124.39,0.122,0.714,0.571,3.0,0.0,21.146,Poor
Z Arinaitwe,UGA,8.33,83.33,0.15,1.5,0.0,2.0,0.0,6.941,Poor
T Filer,EST,10.0,90.9,0.091,1.0,0.0,5.6,0.0,9.09,Poor
R Fox,BHM,25.0,113.63,0.136,1.5,0.5,5.5,0.0,28.408,Poor
Hamid Hassan,AFG,16.66,108.69,0.109,0.556,0.667,2.889,0.0,18.108,Poor
R Kumar,ROM,16.66,151.51,0.242,1.6,0.4,3.2,0.0,25.242,Poor
Md Nurul Huda,FIN,25.0,156.25,0.188,1.5,0.5,5.5,0.0,39.062,Poor
M Whelan,GIBR,12.5,111.11,0.089,0.8,0.2,6.4,0.0,13.889,Poor
U Bhatti,CAN,12.25,102.08,0.083,0.571,0.429,4.429,0.0,12.505,Poor
A Khan,DEN/ENG,7.0,90.74,0.056,0.429,0.0,5.0,0.0,6.352,Poor
E Packard,GIBR,7.0,67.12,0.055,0.571,0.0,4.429,0.0,4.698,Poor
P Silas,BOT,16.33,98.0,0.06,0.75,0.25,8.25,0.0,16.003,Poor
BN Toube,CAM,12.25,104.25,0.17,2.0,0.0,3.75,0.0,12.771,Poor
K Weeraratne,SL,16.33,108.88,0.111,1.0,0.4,5.4,0.0,17.78,Poor
J Alegra,PHI,16.0,66.66,0.028,0.5,0.25,10.0,0.0,10.666,Poor
YSD Seneveratne,CAYM,8.0,60.75,0.076,1.0,0.0,3.667,0.0,4.86,Poor
Tafseer Ali,NOR,8.0,58.53,0.024,0.286,0.143,5.714,0.0,4.682,Poor
C Zhuwao,ZIM,6.85,72.72,0.121,1.143,0.0,2.0,0.0,4.981,Poor
KS Bagabena,GHANA,15.66,100.0,0.043,0.333,0.5,6.5,0.0,15.66,Poor
Festus Benn,BHM,11.75,78.33,0.033,0.4,0.2,7.4,0.0,9.204,Poor
H Ivanov,BUL,6.71,92.15,0.078,0.5,0.125,3.625,0.0,6.183,Poor
AB Kamara,SLE,9.4,67.14,0.029,0.286,0.286,5.571,0.0,6.311,Poor
J Marples,GIBR,9.4,81.03,0.052,0.429,0.286,5.0,0.0,7.617,Poor
H Thaker,CAN,15.66,162.06,0.207,1.5,0.25,4.25,0.0,25.379,Poor
Washington Sundar,INDIA,6.71,146.87,0.219,0.636,0.364,1.182,0.0,9.855,Poor
D Weston,GER,7.83,87.03,0.111,1.0,0.0,3.5,0.0,6.814,Poor
A Zampa,AUS,6.71,85.45,0.073,0.286,0.5,2.214,0.0,5.734,Poor
Ali Farasat,HUN,9.2,131.42,0.171,1.2,0.0,3.6,0.0,12.091,Poor
CA Brown,BLZ,11.5,75.4,0.098,1.5,0.0,5.5,0.0,8.671,Poor
KM Dabengwa,ZIM,11.5,115.0,0.15,0.857,0.429,2.571,0.0,13.225,Poor
K Gupta,CHILE,15.33,71.87,0.016,0.25,0.25,10.5,0.0,11.018,Poor
JW Hastings,AUS,11.5,124.32,0.108,0.667,0.333,4.667,0.0,14.297,Poor
S Lamichhane,NEPAL,5.75,90.19,0.059,0.2,0.467,2.133,0.0,5.186,Poor
AS Mehmi,GRC,11.5,83.63,0.073,0.8,0.2,5.6,0.0,9.617,Poor
JJ van der Wath,SA,15.33,117.94,0.103,1.0,0.25,7.0,0.0,18.08,Poor
L Gregory,ENG,7.5,109.75,0.098,0.571,0.143,3.571,0.0,8.231,Poor
Haseeb Amjad,HKG,11.25,100.0,0.089,0.4,0.6,2.7,0.0,11.25,Poor
I Kaia,ZIM,11.25,84.9,0.075,1.0,0.0,7.25,0.0,9.551,Poor
JWN Moses,BOT,7.5,90.0,0.1,0.833,0.0,3.833,0.0,6.75,Poor
Nazril Rahman,MAL,11.25,91.83,0.082,0.667,0.333,4.833,0.0,10.331,Poor
NK Patel,USA,15.0,97.82,0.087,0.667,0.5,4.833,0.0,14.673,Poor
Zohaib Sarwar,PORT,15.0,97.82,0.109,1.25,0.25,4.25,0.0,14.673,Poor
JM Davison,CAN,8.8,110.0,0.125,1.0,0.0,3.6,0.0,9.68,Poor
GF Gomes,MOZ,8.8,95.65,0.152,1.167,0.167,2.333,0.0,8.417,Poor
PA van Meekeren,NED,4.4,93.61,0.085,0.333,0.167,1.833,0.0,4.119,Poor
RGA Amah,CAM,10.75,55.84,0.039,0.75,0.0,7.75,0.0,6.003,Poor
S Badree,WI,7.16,66.15,0.031,0.125,0.625,2.062,0.0,4.736,Poor
TS Chisoro,ZIM,10.75,91.48,0.085,0.571,0.429,3.286,0.0,9.834,Poor
Jubaid Ahamed,FRAN,14.33,116.21,0.108,1.0,0.25,5.75,0.0,16.653,Poor
NO Miller,WI,43.0,91.48,0.043,0.4,0.8,7.0,0.0,39.336,Poor
D Ndikubwimana,RWN,10.75,61.42,0.043,0.6,0.2,6.2,0.0,6.603,Poor
D Nikolov,BUL,5.37,53.08,0.037,0.3,0.2,3.1,0.0,2.85,Poor
SE Rutherford,WI,10.75,119.44,0.111,1.0,0.0,5.25,0.0,12.84,Poor
E Sebareme,RWN,8.6,159.25,0.185,0.833,0.167,3.5,0.0,13.696,Poor
Vinay Ravi,NOR,14.33,122.85,0.114,0.571,0.571,3.571,0.0,17.604,Poor
Abdullah Jasat,PNM,8.4,123.52,0.176,1.0,0.167,2.333,0.0,10.376,Poor
Amjad Ali,UAE,10.5,80.76,0.115,1.2,0.2,3.6,0.0,8.48,Poor
Azyan Farhath,MALD,8.4,66.66,0.048,0.5,0.167,5.0,0.0,5.599,Poor
F Baaleri,GHANA,10.5,70.0,0.1,1.5,0.0,4.5,0.0,7.35,Poor
SP Guzman,PNM,8.4,80.76,0.135,1.4,0.0,2.4,0.0,6.784,Poor
NG Jones,IRE,21.0,110.52,0.079,0.75,0.5,6.5,0.0,23.209,Poor
N Krishna,SEY,7.0,77.77,0.093,0.833,0.0,3.667,0.0,5.444,Poor
Muaviath Ganee,MALD,10.5,95.45,0.091,1.0,0.0,6.0,0.0,10.022,Poor
AT Rayudu,INDIA,10.5,84.0,0.1,1.0,0.2,4.4,0.0,8.82,Poor
M Sert,TKY,14.0,71.18,0.085,1.25,0.25,5.5,0.0,9.965,Poor
Abdur Razzak,BAN,4.1,55.4,0.014,0.05,0.5,1.85,0.0,2.271,Poor
Asad Ali Rehemtulla,BUL,8.2,83.67,0.061,0.375,0.375,3.625,0.0,6.861,Poor
S Browne,LUX,10.25,83.67,0.082,1.0,0.0,6.25,0.0,8.576,Poor
KA Jamieson,NZ,20.5,151.85,0.259,1.75,0.5,3.25,0.0,31.129,Poor
K Jethi,CAN,10.25,69.49,0.034,0.4,0.2,5.8,0.0,7.123,Poor
J Jojo,DEN,13.66,132.25,0.065,0.286,0.571,4.429,0.0,18.065,Poor
D Sheeli,KUW,8.2,95.34,0.116,1.0,0.0,4.2,0.0,7.818,Poor
M Vaik,EST,6.83,53.94,0.013,0.167,0.0,6.167,0.0,3.684,Poor
Amir Hamza,AFG,10.0,105.26,0.105,0.444,0.556,2.444,0.0,10.526,Poor
BCJ Cutting,AUS,10.0,148.14,0.185,1.0,0.2,2.8,0.0,14.814,Poor
BC Fortuin,SA,10.0,125.0,0.188,1.0,0.333,2.667,0.0,12.5,Poor
S Rakshit,CZK-R,10.0,90.9,0.136,1.2,0.2,2.8,0.0,9.09,Poor
F Stoman,PORT,13.33,65.57,0.033,0.5,0.25,7.5,0.0,8.74,Poor
Tariq Aziz,PORT,13.33,85.1,0.064,0.75,0.25,6.0,0.0,11.344,Poor
GK Berg,ITA,9.75,66.1,0.034,0.333,0.333,4.833,0.0,6.445,Poor
RR David,CAN,9.75,60.0,0.046,0.75,0.0,6.25,0.0,5.85,Poor
A Manepalli,LUX,9.75,97.5,0.075,0.6,0.2,5.0,0.0,9.506,Poor
KB Ahir,PNM,32.0,95.12,0.146,1.2,1.0,2.6,0.0,30.438,Poor
D Ahir,PNM,7.6,105.55,0.139,1.0,0.0,2.8,0.0,8.022,Poor
R Flannigan,SCOT,12.66,115.15,0.121,1.0,0.25,5.5,0.0,14.578,Poor
NR Johns-Wickberg,SRB,9.5,102.7,0.162,1.5,0.0,3.5,0.0,9.756,Poor
AK Kitchen,NZ,12.66,118.75,0.125,1.0,0.25,5.0,0.0,15.034,Poor
BF Mailata,SAMOA,9.5,79.16,0.062,0.75,0.0,6.0,0.0,7.52,Poor
H Pragji,BOT,12.66,58.46,0.015,0.25,0.25,8.5,0.0,7.401,Poor
DV Varghese,BUL,12.66,74.5,0.039,0.286,0.571,4.286,0.0,9.432,Poor
BJ Watling,NZ,9.5,65.51,0.052,0.75,0.0,6.5,0.0,6.223,Poor
SJ Benn,WI,12.33,88.09,0.143,0.857,0.571,1.571,0.0,10.861,Poor
JS Foster,ENG,12.33,115.62,0.031,0.2,0.4,6.2,0.0,14.256,Poor
J Hirschi,MLT,9.25,59.67,0.0,0.0,0.0,9.25,0.0,5.519,Poor
AM Kimote,TAN,12.33,119.35,0.129,0.8,0.4,4.2,0.0,14.716,Poor
Noman Amjad,FRAN,9.25,88.09,0.048,0.5,0.0,6.25,0.0,8.148,Poor
GR Russ,PHI,12.33,77.08,0.062,0.6,0.4,5.0,0.0,9.504,Poor
Sarfaraj Patel,LES,7.4,67.27,0.036,0.333,0.167,4.833,0.0,4.978,Poor
BM Wheeler,NZ,18.5,132.14,0.179,1.25,0.5,3.25,0.0,24.446,Poor
Amandeep Singh,PORT,18.0,144.0,0.16,1.0,0.5,3.5,0.0,25.92,Poor
Imran Arif,SAUDI,9.0,75.0,0.083,1.0,0.0,3.5,0.0,6.75,Poor
OC McCoy,WI,9.0,138.46,0.231,1.0,0.333,1.0,0.0,12.461,Poor
Mohsin Hub,PERU,12.0,87.8,0.049,0.5,0.25,7.0,0.0,10.536,Poor
MMR Obili,EST,12.0,83.72,0.023,0.2,0.4,6.0,0.0,10.046,Poor
M Podosky,PHI,9.0,94.73,0.105,0.8,0.2,3.6,0.0,8.526,Poor
JA Richardson,AUS,12.0,116.12,0.129,0.571,0.571,2.571,0.0,13.934,Poor
Abdul Shakoor,UAE,17.5,87.5,0.075,0.75,0.5,5.75,0.0,15.312,Poor
Aminul Islam,BAN,11.66,85.36,0.098,0.571,0.571,2.714,0.0,9.953,Poor
L Hermida,MEX,11.66,70.0,0.02,0.2,0.4,6.2,0.0,8.162,Poor
VV Morea,PNG,7.0,79.54,0.091,0.8,0.0,3.8,0.0,5.568,Poor
CB Mpofu,ZIM,8.75,81.39,0.093,0.364,0.636,1.545,0.0,7.122,Poor
D Murphy,SCOT,35.0,100.0,0.029,0.25,0.75,7.75,0.0,35.0,Poor
Nasum Ahmed,BAN,11.66,89.74,0.077,0.333,0.667,2.111,0.0,10.464,Poor
N Pokana,PNG,7.0,76.08,0.022,0.091,0.545,2.636,0.0,5.326,Poor
Robert Raina,THAI,8.75,51.47,0.059,1.0,0.0,4.25,0.0,4.504,Poor
Shuvagata Hom,BAN,17.5,100.0,0.114,1.0,0.5,4.25,0.0,17.5,Poor
Arafat Sunny,BAN,11.33,113.33,0.133,0.667,0.5,2.667,0.0,12.84,Poor
Hammad Azam,PAK,11.33,100.0,0.118,1.0,0.25,4.0,0.0,11.33,Poor
J Hill,PHI,4.85,53.12,0.047,0.429,0.0,3.143,0.0,2.576,Poor
Ibrahim Nashath,MALD,8.5,41.46,0.012,0.167,0.333,5.0,0.0,3.524,Poor
FJ Klaassen,NED,5.66,85.0,0.05,0.222,0.333,2.889,0.0,4.811,Poor
M Kpaka,SLE,6.8,75.55,0.022,0.167,0.167,4.667,0.0,5.137,Poor
W McClintock,IRE,11.33,89.47,0.105,1.0,0.25,4.5,0.0,10.137,Poor
